,text,Trump,Biden,West,HOF
1357,Trump care get re elect,Against,Neither,Neither,Non-Hateful
1358,MAGA NEWLINE Your COTUS NEWLINE NEWLINE,Against,Neither,Neither,Non-Hateful
1359,applaud will work President Trump actually plan black community help build prosperity peace NEWLINE NEWLINE Im wait Liberals call NEWLINE Ice Cube coon sellout will put politics aside work together POTUS,Favor,Neither,Neither,Non-Hateful
1360,AmyConeyBarrett Great pick NEWLINE NEWLINE Right Kamala Harris scramble try dig dirt her know Kamala toe go rude bitch like Kavanaugh Gorsuch NEWLINE Trump,Favor,Against,Neither,Hateful
1361,tariqnasheed Blk people vote Jim Crow Joe Biden NEWLINE NEWLINE Lockem Up Kamala Harris NEWLINE NEWLINE Are self hat N NEWLINE NEWLINE They hate themselves race NEWLINE NEWLINE We need civil war amongst Black Ppl NEWLINE NEWLINE purge NEWLINE NEWLINE If COVID could take self hat N NEWLINE NEWLINE It would betterment,Neither,Against,Neither,Hateful
1362,NFL commentators Joe Buck TroyAikman get political actually disparage military flyovers football game use time promote Kamala Biden ticket,Neither,Neutral mentions,Neither,Non-Hateful
1363,America s President Fill blank NEWLINE NEWLINE TrumpMeltdown TrumpIsARacist TrumpIsBroke VoteBlueToSaveAmerica BidenHarris TrumpIsALaughingStock VoteHimOut TrumpTaxes,Against,Favor,Neither,Non-Hateful
1364,realDonaldTrump reference end TrumpVirus TrumpTaxes TrumpIsARacist TrumpIsARapist trumpbonespurs et al NEWLINE let end mess presidency tiny man helm NEWLINE RepublicansForBiden NEWLINE BidenHarris,Against,Favor,Neither,Non-Hateful
1365,Love new video Hamilton X Vote NEWLINE Please make go viral NEWLINE vote NEWLINE VoteHimOut NEWLINE BidenHarris NEWLINE VoteBlueToEndThisNightmare NEWLINE,Against,Favor,Neither,Non-Hateful
1366,,Neither,Neutral mentions,Neither,Non-Hateful
1367,really cant make shit NEWLINE NEWLINE LiberalismIsAMentalDisorder NEWLINE NEWLINE Trump,Favor,Neither,Neither,Hateful
1368,President Donald Trump vote person Florida soon US set new daily record confirm coronavirus case Heres latest COVID NEWLINE NEWLINE,Neutral mentions,Neither,Neither,Non-Hateful
1369,DrBiden campaign play exact song You can t always get RollingStones ask Trump stop use campaign NEWLINE NEWLINE Exquisite Burn NEWLINE NEWLINE NHpolitics BidenHarris,Against,Favor,Neither,Non-Hateful
1370,kenolin GRINNGAB JoeBiden realDonaldTrump Hell yes Ioathe Dump NEWLINE NEWLINE BidenHarris,Against,Favor,Neither,Non-Hateful
1371,want know someone sleep night say believe women accuse Biden sexual assault accept invitation VP,Neither,Against,Neither,Non-Hateful
1372,RepLizCheney Another heavily arm white supremacist attack innocent Americans NEWLINE NEWLINE Is very fine person like tRump s Charlottesville Nazis NEWLINE NEWLINE Thanks leadership white nationalist Liz NEWLINE NEWLINE resist BidenHarris NEWLINE gop MAGA KAG wyoming NEWLINE NEWLINE,Against,Favor,Neither,Hateful
1373,Plus would pay them Trump certainly wont campaign still outstanding debt campaign refuse pay things like security,Against,Neither,Neither,Non-Hateful
1374,Brave lady speak power truth courage Rudy Giuliani s daughter endorse Biden end Trump s reign terror,Neutral mentions,Neutral mentions,Neither,Non-Hateful
1375,Joe Biden dementia Kamala Harris communist votefortrump,Favor,Against,Neither,Hateful
1376,Trump remove liability waiver events really think wont get people sick,Against,Neither,Neither,Non-Hateful
1377,gnuman Nothing person lose one dearest ppl life put trump him break person beyond help,Against,Neither,Neither,Non-Hateful
1378,vote oust Twitler office NEWLINE NEWLINE Took mail ballot city hall couriered county government center feed vote machine end Oct NEWLINE NEWLINE BidenHarrisLandslide BidenHarris VoteBlueToSaveAmerica Vote VoteHimOut,Against,Favor,Neither,Non-Hateful
1379,kylegriffin Red flag people say dont want go backwards mean something wrong VoteHimOut BidenHarris,Against,Favor,Neither,Non-Hateful
1380,Nancy Pelosi NEWLINE We keep republic Congratulations Joe Biden victory soul country Congratulations Kamala Harris make history Its time heal time grow together E Pluribus Unum,Neither,Favor,Neither,Non-Hateful
1381,PeopleBEFOREPolitics Get together people VoteHimOut VoteBlueToEndThisNightmare BidenHarris,Against,Favor,Neither,Non-Hateful
1382,Watching Joe Biden answer question make feel lot better abt future Really feel relaxation felt yrs exhalation We ve get get do NEWLINE NEWLINE Vote Joe Kamala NEWLINE BidenHarris,Neither,Favor,Neither,Non-Hateful
1383,Deep state work defy presidentially tweet order NEWLINE NEWLINE DOJ Trump s total declassification Russiagate docs effect,Neutral mentions,Neither,Neither,Non-Hateful
1384,midwest sarah CatWheeler SaintTividar matthewjdowd MajorPatriot need help God Trump,Favor,Neither,Neither,Non-Hateful
1385,atrupar Barrett never meet Trump doesnt know be sound familiar,Neutral mentions,Neither,Neither,Non-Hateful
1386,Today Friday September realDonaldTrump still President FillTheSeat Trump,Favor,Neither,Neither,Non-Hateful
1387,ConnieSchultz SenAmyKlobuchar right again hope get prominent role Biden administration want it BidenHarris SenAmyKlobushar,Neither,Favor,Neither,Non-Hateful
1388,ProjectLincoln Sending heartfelt Thank Lincoln Project help much election Joe Biden POTUS Kamala Harris VPOTUS together help Lincoln Project ads,Neither,Favor,Neither,Non-Hateful
1389,Tinker Bell ResisterSis Dont let push Keep feet gas way Election Day NEWLINE NEWLINE BidenHarris,Neither,Favor,Neither,Non-Hateful
1390,make day Thank tylerpager VoteReady vote BidenHarris,Neither,Favor,Neither,Non-Hateful
1391,Beautiful sky tonight Gives hope future Resist VoteHimOut VoteEarly BidenHarris,Against,Favor,Neither,Non-Hateful
1392,Out p ken realDonaldTrump know get infect covid NEWLINE HillaryClinton go prove nation would better HillaryClinton WhiteHouse inept realDonaldTrump NEWLINE NEWLINE TrumpVirusDeathToll K VoteBlue NEWLINE NEWLINE,Against,Favor,Neither,Non-Hateful
1393,Every chance get NHTrumpVictory contact voters talk GraniteStaters another Weekend Action end day phone call ensure NH s vote go POTUS realDonaldTrump November NEWLINE NEWLINE LeadRight Trump MoreYears,Favor,Neither,Neither,Non-Hateful
1394,JoeBiden vote Joe Biden Kamala Harris want really make America Great Again,Neither,Favor,Neither,Non-Hateful
1395,Today Loving Kindness Meditation well Chen Tai Chi,Favor,Neither,Neither,Non-Hateful
1396,BvilleChas Matthew PeteButtigieg DEM always bellend MAGA,Favor,Neither,Neither,Hateful
1397,retweeted story yet not Even have retweet twice not say retweeted story time time retweeted story time good get idea,Neither,Neither,Neither,Non-Hateful
1398,GOP uh sure NEWLINE NEWLINE Voting BidenHarris vote Blue way NEWLINE NEWLINE VoteBlueDownBallot,Neither,Favor,Neither,Non-Hateful
1399,always agree Timcast one honest centrists I ve witness NEWLINE NEWLINE Check Tim s pre debate analysis NEWLINE,Favor,Neutral mentions,Neither,Non-Hateful
1400,Think second abnormal see President United States America act like say things Trump do become numb Go back yrs move forward watch clip Presidents hit numb become BidenHarris,Against,Favor,Neither,Non-Hateful
1401,JoeBiden Yes Lincoln unite country end war eliminate racial economic inequality still thrive today take eye prize NEWLINE Vote BidenHarris,Neither,Favor,Neither,Non-Hateful
1402,arleneprieto ProudSocialist sound like excuse keep status quo completely intact Joe Biden Kamala be,Neither,Favor,Neither,Non-Hateful
1403,AJENews No reputation U S likely beyond repair will however clean act work toward better co inhabitants planet Joe Biden Kamala Harris lead us,Neither,Favor,Neither,Non-Hateful
1404,US intelligence agencies believe agents Russia work RudyGiuliani disseminate misinformation Bidens report washingtonpost NEWLINE,Neither,Neutral mentions,Neither,Non-Hateful
1405,No Maaam CompoundBoss ghostwrite Stern s know Trump run pres promote Book art Deal other love Trump s stories outrageous CANDIDNESS fresh air hear that,Favor,Neither,Neither,Non-Hateful
1406,MrJonCryer Jon every time Trump supporter troll you reply Yay support BidenHarris,Neutral mentions,Favor,Neither,Non-Hateful
1407,benshapiro Freedom awful Trump,Favor,Neither,Neither,Non-Hateful
1408,gtconway d Next year George Next year BidenHarris,Neither,Favor,Neither,Non-Hateful
1409,joelockhart realDonaldTrump guess little mikey cancel then BidenHarris,Neutral mentions,Favor,Neither,Non-Hateful
1410,Election Day choice clear four years prosperity conservative governance President Trump economic collapse radical leftism Joe Biden Kamala Harris ampFW,Favor,Against,Neither,Non-Hateful
1411,Twitter lock account White House Press Secretary kayleighmcenany share New York Post article Hunter Biden,Neither,Neither,Neither,Non-Hateful
1412,Seems NEWLINE NEWLINE DebateTuesday Trump,Favor,Neither,Neither,Non-Hateful
1413,arappeport dont think need worry Joe Biden ask stay on notgonnahappen,Neither,Neutral mentions,Neither,Non-Hateful
1414,entrust welfare child take consideration didnt follow LAWS CITIES STATES REQUIRED MASK WEARING NEWLINE ASS realDonaldTrump guilty NEWLINE CHILD ENTERTAINMENT VoteBlue JoeBiden mastazz,Against,Favor,Neither,Hateful
1415,realDonaldTrump nypost days VOTE BIDEN NEWLINE NEWLINE TrumpLies NEWLINE TrumpLiesEverytimeHeSpeaks NEWLINE TrumpLiedAmericansDied NEWLINE BidenHarrisToSaveAmerica,Against,Favor,Neither,Non-Hateful
1416,realDonaldTrump Normal life IMPOSSIBLE President So buy bullshit Plus already vote Joe Kamala take hike,Against,Favor,Neither,Non-Hateful
1417,Strandjunker ProfCAnderson schedule vacation day Friday October months ago early vote Texas start October Hubby able go vote earlier expect end th vote Joe Biden Kamala Harris every Dem ticket,Neither,Favor,Neither,Non-Hateful
1418,edvotes KamalaHarris Trump say health plan cover people pre exist condition show photo someone else pre exist condition Obama lie say could keep plan insurance cancel Obama lie Kamala liar,Favor,Against,Neither,Non-Hateful
1419,need Amy Coney Barretts fewer Kamala Harrises,Neither,Against,Neither,Non-Hateful
1420,like type hashtag search time time see REALLY tweet about NEWLINE GodWins MAGA Trump,Favor,Neither,Neither,Non-Hateful
1421,jadedcreative Kamala say believe women accuse Joe inappropriate touch Joe Biden molest women Joe Biden refuse apologize them Watch say View try pry apology give one,Neither,Against,Neither,Non-Hateful
1422,ScarletAvengers OccupyDemocrats Trump really think idiots ignorant suckers losers believe BS medical examination desperate narcissist psychopath Im glad marine west wing WH there could burn WH leave alone,Against,Neither,Neither,Hateful
1423,watch Fox Dean Phillips D MN speak NEWLINE NEWLINE I aware Democrat could make little bite Sense NEWLINE NEWLINE I m pray President TRUMP family NEWLINE NEWLINE KAG TRUMP,Favor,Neither,Neither,Non-Hateful
1424,KellyannePolls Masks get get BidenHarris EndThisTrumpNightmareNOVEMBER,Against,Favor,Neither,Non-Hateful
1425,bugsnb MrTedBundyy FoxNews Smart sad American people corrupt sleepy doesnt anything people Yet Trump president swear duty fulfill Cant hide basement work work work fly everywhere TrumpCovid MAGA MAGA,Favor,Against,Neither,Non-Hateful
1426,wouldnt put attempt like past point NEWLINE Arm Trump stinger missile NEWLINE Imagine crowd shoot plane try crash him Maga,Neutral mentions,Neither,Neither,Non-Hateful
1427,graceblakeley Actually watch Biden stress importance mask give good speech reaction Trump s COVID NEWLINE NEWLINE turn advantage statesmanlike way NEWLINE NEWLINE BidenHarris NEWLINE USElections,Neutral mentions,Favor,Neither,Non-Hateful
1428,thedailybeast think cast thank you BidenHarris,Neither,Favor,Neither,Non-Hateful
1429,TrumpKnewAndDidNothing TrumpLied KAmericansdied NEWLINE NEWLINE Trump lie now NEWLINE vaccine late NEWLINE Biden,Against,Favor,Neither,Non-Hateful
1430,TrumpWarRoom Nobody truly believe this Obama care take year much collaboration doctor scientists insurance experts etc complex MAGA maga people know inside incapable,Against,Neither,Neither,Non-Hateful
1431,really weird pay this uhaul sign make blah blah blah weird hell trump endriots,Favor,Neither,Neither,Non-Hateful
1432,GeoffRBennett maddow RALLY NEWLINE VoteBidenHarris NEWLINE SenDems NEWLINE Congress NEWLINE BuildBackBetter NEWLINE A Blue Wavein Democrats control chamber Congress White Housewould result highest number job add best rebound economic growth Moodys find NEWLINE,Neither,Favor,Neither,Non-Hateful
1433,We it Kamala Harris Joe Biden NEWLINE NEWLINE,Neither,Neutral mentions,Neither,Non-Hateful
1434,Trump PresidentialDebate Obamacare NEWLINE ChrisWallace hack NEWLINE Trump I guess I m debate him,Favor,Neither,Neither,Non-Hateful
1435,TheDemocrats JoeBiden Early person vote start October Texas wish Gov Abbott grab suppress voters ability vote Texas NEWLINE BidenHarris,Neither,Favor,Neither,Non-Hateful
1436,make JohnFetterman stop everything take picture time get right Thanks lovely us Johnstown BidenHarris,Neither,Favor,Neither,Non-Hateful
1437,SenTedCruz bet ass will BidenHarrisLandslide BidenHarris TedCruzHasNoBalls,Neither,Favor,Neither,Hateful
1438,kylegriffin Thank VP Biden care state get critical COVID supply need NEWLINE NEWLINE BidenHarris,Neither,Favor,Neither,Non-Hateful
1439,Episode number yeah love the game Tick Tock tic tic tic November come anyway TrumpLiesMatter Biden BidenHarris VOTE,Against,Favor,Neither,Non-Hateful
1440,realDonaldTrump TrumpIsANationalDisgrace OctoberSurprise TrumpCovidHoax TrumpLiesAmericansDie BidenHarris Trust Trump Administration,Against,Favor,Neither,Hateful
1441,cactusjoe Biden Army answer GIF DumpTrump COVIDIOT BidenHarris,Against,Favor,Neither,Non-Hateful
1442,savetheturtles Also interest I ve trigger enough stalk profile NEWLINE NEWLINE I must hit nerve point Pelosi House Dems literally fund enable Trump s atrocities,Against,Neither,Neither,Non-Hateful
1443,catturd Self implode again MAGA FillTheSeat,Favor,Neither,Neither,Non-Hateful
1444,JediCounselor blakehounshell Also Trump would never use word chicanery,Neutral mentions,Neither,Neither,Non-Hateful
1445,forget engage VoterSuppression VoterIntimidation fuel WhiteSupremacy Oh yes character limit Twitter NEWLINE NEWLINE VoteBlueToEndThisNightmare VoteBlue VoteBidenHarrisToSaveAmerica,Against,Favor,Neither,Non-Hateful
1446,Mike Pence realDonaldTrump Mike this ain t sister Get sink ship salvage broadcast career Stand know right lead peaceful transfer power Joe Kamala,Against,Favor,Neither,Non-Hateful
1447,God Bless Donald Trump Best president ever hopefully win election Hope wife feel better hope feel good enough election hear fine let s hope so Trump,Against,Neither,Neither,Non-Hateful
1448,Swing State County Day Montgomery Ohio NEWLINE NEWLINE Obama NEWLINE Trump NEWLINE NEWLINE This Obama Trump county potential bellwether Election JoeBiden KamalaHarris OHDems get win many thousands vote spare BidenHarris FBR,Neutral mentions,Favor,Neither,Non-Hateful
1449,Vee AnnieOldon SobolNick kayleighmcenany Dont play Trump game talk Bidens Nothing Trump,Neutral mentions,Neutral mentions,Neither,Non-Hateful
