HITId,tweet,sentiment,directness,annotator_sentiment,target,group
1766,@user @user الطعميه اقدم من بلدك يا اكل الضب وشارب بول البعير,disrespectful,direct,indifference,other,individual
1767,@user @user باعوا ارضهم وشرفهم لليهود ماتبيهم يبعون قيادتنا ؟,normal,direct,anger_disgust,origin,other
1768,انا سينجل بمزاجي مش عانس ولا بايرة ولا معقدة يبهايم ييهايم @url,offensive,direct,confusion_sadness,gender,women
1769,@user @user ميادهً هل تعلمي ان ألمانيا مكان القناة تعاني من التحرش,abusive_normal,direct,indifference_disgust,origin,individual
1770,هذا وهي محتشمة كيف لو كانت متبرجة ؟,normal,direct,indifference_disgust,gender,women
1771,ترامب اذا امتدح السعودية تحولونها ليهودية سلاااااامم عليي… @url,normal,indirect,confusion_indifference,other,individual
1772,خنازير الجزيره منهجهم إخواني صريح يكذبون لينتصروا يعادون الإمارات يعادون مصر يعادون السعوديه وهم من صنفوا الإخوان ا… @url,hateful,direct,indifference,other,other
1773,يا كلاب يا خنازير...أعملو  ريتويت و اعلنوا الطاعة العمياء لتاج راسكم و نايكا اعراضكم يا متناكين يا ولاد الزنى @url,offensive,indirect,shock,origin,other
1774,ليش عندهم التحرش ظاهرة خطيرة مع ان الدعارة مرخصة ومراقص الستريب تيز وشواطىء العراة محذفة بكل مكان؟ @url,offensive,direct,indifference_disgust,other,other
1775,عمرك جربت تاكل خنزير مقلي؟ — حط عمرك فصحن @url,normal,indirect,indifference,other,other
1776,@user @user @user @user الدكتور حيدر اللواتي يطهرك ويطهر قبيلتك يالعنز ياشارب بول البعير,hateful_disrespectful,direct,shock,origin,individual
1777,أن إستثمارات خنازير إيران  ورجالها,abusive_hateful,direct,fear,origin,other
1778,دورت الفيديو اللي فيه متبرجه ما اعرف منو تقصد واذا سويت ريتويت… @url,normal,indirect,confusion_indifference,gender,women
1779,@user @user @user بول البعير انظف من بول المعممين الذي تشربونه,abusive_disrespectful,direct,disgust,religion,other
1780,وهُنا ننتقل إلى لُبنان أو زُبلان و #بول_البعير #لبنان @user,abusive_hateful,indirect,indifference,other,other
1781,@user @user @user @user انا مو نفس نوعيتك .. اركض ورا رقص الحريم وانشر .. الهدف من وراء تغريدتي… @url,hateful,indirect,sadness,other,individual
1782,@user @user هذا الخنزير الضعيف الي تتكلمين عنه تعالي شوفي لين يكون مع مجموعه خنازير صهاينه ومعهم قو… @url,abusive_hateful,direct,indifference,origin,individual
1783,لي متى بعض الحريم يمشون بسيارتهم من غير ليتات ؟؟؟؟,disrespectful_normal,indirect,sadness,other,women
1784,انا احترم المحترم اما الي غدر بحلفائو سابقا وطعنهم بالظهر وحليفو الازرق الحالي وباعه لشاربي بول البعير والان يطعن ب… @user,disrespectful,indirect,indifference,other,other
1785,تضحك على الحريم وتعطيهم رمث,offensive,direct,shock,gender,women
1786,واللي لِسَّه متجوزتش مش بايره ولا عانس ولا معيوبه يا مجتمع التخلف @url,normal,indirect,shock,gender,women
1787,@user @user @user ماسولف على الحريم  يلا اذلف,offensive,direct,shock,other,women
1788,@user @user تفوا عليكم حكومة عميلة خائتة متصهينة ياشربي بول البعير,hateful,direct,shock,origin,other
1789,@user @user خنزير مخرفن,offensive,direct,anger_disgust,other,individual
1790,فيه ناس فاهمة التعايش غلط، تقدر تكون بنفس المكان مع أشخاص لادينيين،بوذيين،هندوس،شيعة.. بدون م تشاركهم معتقداتهم وهم… @url,normal,indirect,shock,religion,other
1791,@user @user @user شعب قذر وسخ جميع الألفاظ السيئة تنطبق عليكم,abusive_hateful,indirect,anger_disgust,origin,other
1792,بايرة = المرأة أو الفتاة عند… @url,abusive_offensive_hateful_disrespectful_normal,direct,indifference,other,women
1793,@user @user عامةً التحرش معناه انه انت بتأذي شخص و بتعمله حاجه غصب عنه -مالناش دعوه بحلال و حرام- ول… @url,normal,direct,indifference,gender,women
1794,يلا يا وسخ @url,offensive,direct,shock,other,individual
1795,اي امرأة متبرجة نازعة حجابها لاتشرفنا كا رجال وليس ذكور ولن نفكر نرتبط بها اشوفها نازعه حجابها كمية… @url,offensive,indirect,shock,gender,women
1796,اي بنت شهوانية منحرفة جاية تطلع محنها تكلمني ننحرف مع بعض ونصييييع,offensive,direct,disgust,gender,women
1797,@user @user @user @user @user @user بول البعير والحمير على راسك يا… @url,offensive,indirect,shock_disgust,origin,arabs
1798,@user @user @user سمعت عندهم كلاب مشوية زيك .....وقرود ....ولحم خنازير زي الي تحت جلدك يا حفيد المنافقين,offensive,direct,anger_disgust,origin,other
1799,برى يا خنازير,disrespectful,indirect,anger_disgust,other,other
1800,قبل شوي كنت العب pubg مع اليهال والا عراقي داش يسب و يغلط يقول ( ياشرابة بول البعير) بس استحيت ارد عليه,offensive,indirect,sadness,other,individual
1801,@user @user @user انت عبد خنزير حاقد ياحفيد الفرنسيين يامطبل خليك في الجزائر وشوف الخزي والعار الي… @url,hateful,direct,anger_disgust,other,individual
1802,@user @user @user انت اشرب بول البعير. وسكت,offensive,indirect,disgust,origin,individual
1803,يوجد أربع عراقيين بالصحراءواحد يقص قصةشاب مريض أتاةفداواةب #بول_البعير شعر الأثنان بجان…,abusive_disrespectful,indirect,indifference,other,other
1804,@user @user لا تقلو شرب بول البعير @url,offensive,indirect,indifference,other,other
1805,أيها اللاجئون حقوق الإنسان لا تنتهي في المتوسط .. مرحبا بكم هنا .,normal,direct,indifference,other,refugees
1806,@user @user @user @user @user تخيلوا ياشاربي بول البعير اليمنيين قوه واحده ضدكم وض… @url,offensive,direct,shock,origin,other
1807,نجح علماء أميركيون، مؤخراً، في زراعة رئة أنتجت داخل المختبر، في أجسام خنازير بالغة، وهو ما يشجع الطب على اتخاذ خطوا… @url,normal,indirect,indifference,other,other
1808,@user @user لا مادخل الفلوس وسخ دنيا رغم انها حلوه وتقضي حوايجك بس لوكان شي عزيز علي جوه لا ادخل وماهمني اموت اول… @url,normal,direct,indifference,other,other
1809,@user @user كول خرى  ومن ثم اشرب بول البعير,abusive_disrespectful,indirect,indifference,origin,individual
1810,خلاص اقعدي بايرة كده @url,abusive_disrespectful,direct,indifference_disgust,gender,women
1811,شرب بول  البعير  ضار وخطر ولكن شيوخً الاسلام أضر واخطر @user,offensive,indirect,indifference,other,other
1812,@user @user نظام إسلامي ملكي . يعني ما عندهم مراجع واطيه كما في بلاد المجوس والعراق .والبدواه أصل ا… @user,offensive,indirect,disgust,origin,other
1813,@user @user موتو بحقدكم يا شاربي بول البعير,hateful,direct,shock,origin,other
1814,@user @user @user @user والله حتى الكلاب أرقى و انظف منكم يا شاربي بول البعير,offensive,direct,shock,origin,other
1815,@user @user عشان وسخ وكان عامل حفلة دعم للملف الامريكي,offensive,direct,shock,origin,individual
1816,محنه فويس ديوث متحرره س… @url,offensive,indirect,anger_indifference,other,other
1817,على اليمنيين أن يعوا جيدا ما يفعلة طيران خنازير الخليج هذة الليلة ع #صنعاء و,hateful,indirect,anger_disgust,origin,other
