,corpus_name,raw_sentence,label,clean_sentence_training,clean_sentence_EDA
5008,zampieri2019: Offensive Posts in Social Media,           I dont think so it would mean he is in trouble Dont wish that on anyone Isn t that where the Cumm Inn is at ,2,I dont think would mean trouble Dont wish anyone Isn Cumm Inn,I dont think would mean trouble Dont wish anyone Isn Cumm Inn
5009,zampieri2019: Offensive Posts in Social Media,   One can always tell when Dr  is not telling the truth His mouth is moving Why on earth would anyone expect the  not to cosy up to Trump ,0,One always tell Dr telling truth His mouth moving Why earth would anyone expect cosy Trump,One always tell Dr telling truth His mouth moving Why earth would anyone expect cosy Trump
5010,zampieri2019: Offensive Posts in Social Media,     I cant even imagine it I think they would boot her off She is the craziest reality star of all time ,0,I cant even imagine I think would boot She craziest reality star time,I cant even imagine I think would boot She craziest reality star time
5011,zampieri2019: Offensive Posts in Social Media,STOCKS RECORD HIGH MAGA,0,STOCKS RECORD HIGH MAGA,STOCKS RECORD HIGH MAGA
5012,zampieri2019: Offensive Posts in Social Media,  And no one in their infinite wisdom couldn t predict this Please ,0,And one infinite wisdom predict Please,And one infinite wisdom predict Please
5013,zampieri2019: Offensive Posts in Social Media,  i m still bitter she deserved better,0,still bitter deserved better,still bitter deserved better
5014,zampieri2019: Offensive Posts in Social Media,     Believe all women even those who can t even offer any specific details These other women are liars I know liberals are hypocrites but try to stay consistent through at least one event ,2,Believe woman even even offer specific detail These woman liar I know liberal hypocrite try stay consistent least one event,Believe woman even even offer specific detail These woman liar I know liberal hypocrite try stay consistent least one event
5015,zampieri2019: Offensive Posts in Social Media,  That s one way to look at it The other is that the charge is bullshit for almost everyone ,2,That one way look The charge bullshit almost everyone,That one way look The charge bullshit almost everyone
5016,zampieri2019: Offensive Posts in Social Media, L iberals and conservatives are on average no more or less narcissistic compared to each other But the two political orientations are associated with different facets of narcissism ,0,L iberals conservative average le narcissistic compared But two political orientation associated different facet narcissism,L iberals conservative average le narcissistic compared But two political orientation associated different facet narcissism
5017,zampieri2019: Offensive Posts in Social Media,  Fake news,0,Fake news,Fake news
5018,zampieri2019: Offensive Posts in Social Media,    Am I a professional No so your statement is irrelevant It s not like hardy has done basically identical falls a million times or anything You clearly know nothing about this bucks says he is perfectly fine Orton wouldn t have said what he said if he was hurt ,0,Am I professional No statement irrelevant It like hardy done basically identical fall million time anything You clearly know nothing buck say perfectly fine Orton said said hurt,Am I professional No statement irrelevant It like hardy done basically identical fall million time anything You clearly know nothing buck say perfectly fine Orton said said hurt
5019,zampieri2019: Offensive Posts in Social Media,  Dude hasnt been sober a day since th grade idc what it is at this point he is broken,0,Dude hasnt sober day since th grade idc point broken,Dude hasnt sober day since th grade idc point broken
5020,zampieri2019: Offensive Posts in Social Media,   As I m watching it Bentley kept looking at me he being crate trained again so we good for now He only allowed out to eat pee and shit and occasionally play time ,2,As I watching Bentley kept looking crate trained good He allowed eat pee shit occasionally play time,As I watching Bentley kept looking crate trained good He allowed eat pee shit occasionally play time
5021,zampieri2019: Offensive Posts in Social Media,   Best female tennis player ever Arguably Great player She is starting to age and become less unbeatable ,0,Best female tennis player ever Arguably Great player She starting age become le unbeatable,Best female tennis player ever Arguably Great player She starting age become le unbeatable
5022,zampieri2019: Offensive Posts in Social Media,  You liberals smh tweeting stupid shit Trump order elimination of isis Obama didn t People think about how people R not murder now saved because we hav killed of isis,2,You liberal smh tweeting stupid shit Trump order elimination isi Obama People think people R murder saved hav killed isi,You liberal smh tweeting stupid shit Trump order elimination isi Obama People think people R murder saved hav killed isi
5023,zampieri2019: Offensive Posts in Social Media,   You will be voted out all together You crazy bat ,2,You voted together You crazy bat,You voted together You crazy bat
5024,zampieri2019: Offensive Posts in Social Media,   False Your intrusion on the constitutional rights of honest Americans did NOTHING to curb violent crime Gun control violence against the law abiding citizen ,2,False Your intrusion constitutional right honest Americans NOTHING curb violent crime Gun control violence law abiding citizen,False Your intrusion constitutional right honest Americans NOTHING curb violent crime Gun control violence law abiding citizen
5025,zampieri2019: Offensive Posts in Social Media,   He is one who should Not own a gun Such a lost soul All he Needs is Jesus Christ ,2,He one Not gun Such lost soul All Needs Jesus Christ,He one Not gun Such lost soul All Needs Jesus Christ
5026,zampieri2019: Offensive Posts in Social Media,    No gun laws have prevented the violence in Chicago or DC where laws are far more strict Gun control laws lead to the deaths of innocent people who can t protect themselves from criminals ,0,No gun law prevented violence Chicago DC law far strict Gun control law lead death innocent people protect criminal,No gun law prevented violence Chicago DC law far strict Gun control law lead death innocent people protect criminal
5027,zampieri2019: Offensive Posts in Social Media,  Nigga we re going next week,2,Nigga going next week,Nigga going next week
5028,zampieri2019: Offensive Posts in Social Media,   Maybe he can help the liberals with TDS ,0,Maybe help liberal TDS,Maybe help liberal TDS
5029,zampieri2019: Offensive Posts in Social Media,  She is a bit skeptical Her past relationships were rather challenging and she clearly has not the best experiences This is why she always wants to be sure ,0,She bit skeptical Her past relationship rather challenging clearly best experience This always want sure,She bit skeptical Her past relationship rather challenging clearly best experience This always want sure
5030,zampieri2019: Offensive Posts in Social Media,Kamala Harris interviewed by CBS This Morning on Kavanaugh s character MAGA MakeAmericaGreatAgain TheResistance ,0,Kamala Harris interviewed CBS This Morning Kavanaugh character MAGA MakeAmericaGreatAgain TheResistance,Kamala Harris interviewed CBS This Morning Kavanaugh character MAGA MakeAmericaGreatAgain TheResistance
5031,zampieri2019: Offensive Posts in Social Media,  you are too ,0,,
5032,zampieri2019: Offensive Posts in Social Media,  Some days you are Louis Winthorpe III before he met Ophelia ,0,Some day Louis Winthorpe III met Ophelia,Some day Louis Winthorpe III met Ophelia
5033,zampieri2019: Offensive Posts in Social Media,   You re just as far away behind the goals at Hampden than you are at Wembley There s a lot of greeting faced people up here,0,You far away behind goal Hampden Wembley There lot greeting faced people,You far away behind goal Hampden Wembley There lot greeting faced people
5034,zampieri2019: Offensive Posts in Social Media,  Finally a administration that cares about its legal citizens,0,Finally administration care legal citizen,Finally administration care legal citizen
5035,zampieri2019: Offensive Posts in Social Media, i ll make a pinned tweet when i get home but She Is Here,0,make pinned tweet get home She Is Here,make pinned tweet get home She Is Here
5036,zampieri2019: Offensive Posts in Social Media,  Faints ,0,Faints,Faints
5037,zampieri2019: Offensive Posts in Social Media,  Was Al Gore nominated for Supreme Court judge You conservatives have some nerve ,2,Was Al Gore nominated Supreme Court judge You conservative nerve,Was Al Gore nominated Supreme Court judge You conservative nerve
5038,zampieri2019: Offensive Posts in Social Media,                                                   got you,0,got,got
